Date Posted,Transaction Reference #,Attorney Docket #, Status,Transaction ID,Type,Total Payment (+) / Refund (-),Customer Name
04/03/2017,13512100,A0848.70118US01,Processed,040317INTEFSW09220500,Payment,$960.00,
04/03/2017,14105994,M0656.70291US02,Processed,040317INTEFSW10200300,Payment,$180.00,
04/03/2017,62438208,D0755.70001US00,Processed,040317INTEFSW10385800,Payment,$260.00,
04/03/2017,15477206,B0801.70349US05,Processed,040317INTEFSW11483600,Payment,"$1,600.00",
04/03/2017,14965637,N0484.71173US00,Processed,040317INTEFSW11591400,Payment,$180.00,
04/03/2017,62480626,U1195.70091US00,Processed,040317INTEFSW12344200,Payment,$130.00,
04/03/2017,13232291,X0019.70021US00,Processed,040317INTEFSW12533500,Payment,$700.00,
04/03/2017,15388041,F0725.70022US01,Processed,040317INTEFSW13220400,Payment,$900.00,
04/03/2017,15516165,T0709.70073US00,Processed,040317INTEFSW13514300,Payment,$740.00,
04/03/2017,15516172,T0709.70076US00,Processed,040317INTEFSW13592300,Payment,$740.00,
04/03/2017,29599188,A1174.70005US00,Processed,040317INTEFSW14165100,Payment,$760.00,
04/03/2017,PCT/US17/25349,B1348.70029,Processed,040317INTEFSW14245400,Payment,"$2,559.00",
04/03/2017,29599198,A1174.70006US00,Processed,040317INTEFSW14330600,Payment,$760.00,
04/03/2017,13575999,R0606.70001US00,Processed,040317INTEFSW14351100,Payment,$700.00,
04/03/2017,15412123,T0679.70014US02,Processed,040317INTEFSW14425900,Payment,$800.00,
04/03/2017,14373949,S1459.71792US00,Processed,040317INTEFSW14490300,Payment,"$1,400.00",
04/03/2017,14425926,A1015.70009US00,Processed,040317INTEFSW15134702,Payment,$200.00,
04/03/2017,62480416,M0925.70554US00,Processed,040317INTEFSW20061200,Payment,$130.00,
04/03/2017,62480418,M0925.70552US00,Processed,040317INTEFSW21185700,Payment,$130.00,
04/03/2017,62480422,M0925.70553US00,Processed,040317INTEFSW21472800,Payment,$130.00,
04/03/2017,62480426,M0925.70561US00,Processed,040317INTEFSW22001200,Payment,$130.00,
04/03/2017,62480427,M0925.70562US00,Processed,040317INTEFSW22201200,Payment,$130.00,
04/03/2017,62480428,M0925.70563US00,Processed,040317INTEFSW22390900,Payment,$130.00,
04/03/2017,62480430,M0925.70564US00,Processed,040317INTEFSW22503700,Payment,$130.00,
04/03/2017,62480432,M0925.70565US00,Processed,040317INTEFSW23035200,Payment,$130.00,
04/03/2017,62480435,M0925.70566US00,Processed,040317INTEFSW23163700,Payment,$130.00,
04/03/2017,62480436,M0925.70559US00,Processed,040317INTEFSW23293300,Payment,$130.00,
04/03/2017,62480438,M0925.70560US00,Processed,040317INTEFSW23402500,Payment,$130.00,
04/03/2017,3886891,M0849.50150US00,Processed,040317INTESTTA12162000,Payment,$400.00,
04/03/2017,4195559,N0547.50000US00,Processed,040317INTESTTA13464700,Payment,$400.00,
04/03/2017,87395739,L0845.20000US00,Processed,040317INTTEAS08045800,Payment,$275.00,
04/04/2017,14778338,S1459.72029US00,Processed,040417INTEFSW09274700,Payment,$180.00,
04/04/2017,13393679,A0848.70115US01,Processed,040417INTEFSW09503600,Payment,$800.00,
04/04/2017,14807951,A0848.70015US05,Processed,040417INTEFSW10031400,Payment,"$1,400.00",
04/04/2017,14651553,S1459.72026US00,Processed,040417INTEFSW10170300,Payment,$180.00,
04/04/2017,14655243,S1459.71969US00,Processed,040417INTEFSW10494100,Payment,$180.00,
04/04/2017,14807951,A0848.70015US05,Processed,040417INTEFSW11222200,Payment,$180.00,
04/04/2017,14534516,B0801.70349US04,Processed,040417INTEFSW11493100,Payment,$600.00,
04/04/2017,14434466,L0764.70004US00,Processed,040417INTEFSW13060800,Payment,$480.00,
04/04/2017,15041358,T0679.70021US01,Processed,040417INTEFSW13345200,Payment,$90.00,
04/04/2017,62320117,I0447.70002US00,Processed,040417INTEFSW13564000,Payment,$50.00,
04/04/2017,14580617,V0288.70009US02,Processed,040417INTEFSW14193500,Payment,$200.00,
04/04/2017,14889093,T0659.70008US01,Processed,040417INTEFSW14233100,Payment,$90.00,
04/04/2017,13428340,S1681.70024US01,Processed,040417INTEFSW14483900,Payment,"$2,200.00",
04/04/2017,13465139,R0687.70003US00,Processed,040417INTEFSW14525400,Payment,"$1,050.00",
04/04/2017,14389345,Z0133.70002US00,Processed,040417INTEFSW14593200,Payment,$960.00,
04/04/2017,14857780,A1025.70061US00,Processed,040417INTEFSW15062300,Payment,$100.00,
04/04/2017,15516537,S1459.72167US00,Processed,040417INTEFSW15133301,Payment,"$2,740.00",
04/04/2017,15516543,W0663.70002US00,Processed,040417INTEFSW15282600,Payment,$740.00,
04/04/2017,14166138,G0766.70017US02,Processed,040417INTEFSW15373400,Payment,$960.00,
04/04/2017,15516563,S1459.72168US00,Processed,040417INTEFSW15585301,Payment,"$1,480.00",
04/04/2017,29536171,B1421.70001US00,Processed,040417INTEFSW16013700,Payment,$160.00,
04/04/2017,62452550,G0830.70020US01,Processed,040417INTEFSW16101100,Payment,$50.00,
04/04/2017,15516582,U0120.70064US01,Processed,040417INTEFSW16200400,Payment,$760.00,
04/04/2017,13536953,R0687.70013US00,Processed,040417INTEFSW16212900,Payment,$950.00,
04/04/2017,15516585,U0120.70065US01,Processed,040417INTEFSW16215600,Payment,$760.00,
04/04/2017,62480936,A1107.70014US01,Processed,040417INTEFSW17521800,Payment,$130.00,
04/04/2017,15477945,S1459.72061US05,Processed,040417INTEFSW18052600,Payment,"$1,600.00",
04/04/2017,14654226,E0501.70003US04,Processed,040417INTEFSW18071400,Payment,$200.00,
04/04/2017,62480953,H0916.70001US00,Processed,040417INTEFSW18073400,Payment,$330.00,
04/04/2017,15139784,208062-0002-01-US-541546,Processed,040417INTEFSW18260300,Payment,$600.00,
04/04/2017,13313718,N0484.70896US01,Processed,040417INTEFSW18263000,Payment,$600.00,
04/04/2017,14378929,O0366.70022US01,Processed,040417INTEFSW18574600,Payment,$300.00,
04/04/2017,14378929,O0366.70022US01,Processed,040417INTEFSW19194200,Payment,$90.00,
04/04/2017,62481020,U1199.70007US01,Processed,040417INTEFSW19501300,Payment,$130.00,
04/04/2017,15294643,C1494.70000US00,Processed,040417INTEFSW20191900,Payment,$480.00,
04/04/2017,14653969,A1025.70059US00,Processed,040417INTEFSW20294300,Payment,$100.00,
04/04/2017,14653969,A1025.70059US00,Processed,040417INTEFSW22233300,Payment,$90.00,
04/04/2017,5135536,C1497.20004US00,Processed,040417INTETAS10163500,Payment,$140.00,
04/04/2017,3885124,A1090.20019US00,Processed,040417INTETAS15304000,Payment,$65.00,
04/04/2017,87396371,R0693.20001US00,Processed,040417INTTEAS15021700,Payment,$550.00,
04/04/2017,87396419,R0693.20002US00,Processed,040417INTTEAS15215700,Payment,$550.00,
04/04/2017,87396533,P1084.20000US00,Processed,040417INTTEAS16105500,Payment,$275.00,
04/04/2017,201609090017955852,,"APPROVED BY USPTO, PENDING SUBMISSION TO TREASURY FOR PROCESSING",30194151,Refund,($15.00),
04/05/2017,14123634,P0777.70036US00,Processed,040517INTEFSW08395900,Payment,$140.00,
04/05/2017,62481727,U0120.70089US00,Processed,040517INTEFSW09212500,Payment,$130.00,
04/05/2017,13208557,S1459.71057US00,Processed,040517INTEFSW11034200,Payment,$180.00,
04/05/2017,62481777,L0710.70042US00,Processed,040517INTEFSW12450000,Payment,$130.00,
04/05/2017,14854450,N0484.70015US03,Processed,040517INTEFSW14160200,Payment,"$2,600.00",
04/05/2017,15374488,P0745.70002US05,Processed,040517INTEFSW14202700,Payment,$960.00,
04/05/2017,14719295,G0859.70025US00,Processed,040517INTEFSW14254100,Payment,$700.00,
04/05/2017,15478583,L0789.70001US02,Processed,040517INTEFSW14375200,Payment,"$1,010.00",
04/05/2017,14775232,E0501.70008US02,Processed,040517INTEFSW14555600,Payment,$160.00,
04/05/2017,62473939,M1378.70058US01,Processed,040517INTEFSW14583500,Payment,$60.00,
04/05/2017,14719295,G0859.70025US00,Processed,040517INTEFSW15150900,Payment,$90.00,
04/05/2017,14781972,S1459.71925US00,Processed,040517INTEFSW15235200,Payment,$180.00,
04/05/2017,14782054,S1459.71926US00,Processed,040517INTEFSW15402400,Payment,$180.00,
04/05/2017,14743706,E0499.70000US03,Processed,040517INTEFSW15411500,Payment,$480.00,
04/05/2017,62481390,M1448.70000US00,Processed,040517INTEFSW16103100,Payment,$130.00,
04/05/2017,14979165,208062-0001-04-US-535763,Processed,040517INTEFSW16193300,Payment,$200.00,
04/05/2017,29599510,A2010.70820US00,Processed,040517INTEFSW16351600,Payment,$380.00,
04/05/2017,15478920,C1369.70010US01,Processed,040517INTEFSW16532800,Payment,$730.00,
04/05/2017,14612710,S1459.71878US00,Processed,040517INTEFSW17101900,Payment,"$1,200.00",
04/05/2017,14211201,L0757.70005US00,Processed,040517INTEFSW17153600,Payment,$600.00,
04/05/2017,15061438,S1459.70745US02,Processed,040517INTEFSW17221201,Payment,"$1,200.00",
04/05/2017,15387225,M0925.70396US05,Processed,040517INTEFSW17341600,Payment,$100.00,
04/05/2017,14775232,E0501.70008US02,Processed,040517INTEFSW17401500,Payment,$180.00,
04/05/2017,62481611,G0766.70134US00,Processed,040517INTEFSW20394900,Payment,$260.00,
04/05/2017,62320439,C1300.70030US00,Processed,040517INTEFSW21545600,Payment,$50.00,
04/05/2017,13120996,T0709.70035US01,Processed,040517INTEFSW22542400,Payment,$700.00,
04/05/2017,PCT/US17/26020,U1197.70085,Processed,040517INTEFSW23004600,Payment,"$2,859.00",
04/05/2017,1455004,J0206.20003US00,Processed,040517INTETAS13214800,Payment,$40.00,
04/05/2017,3942024,P0806.20001US01,Processed,040517INTTEAS13190600,Payment,$975.00,
04/05/2017,87399166,R0136.20183US00,Processed,040517INTTEAS13401000,Payment,$825.00,
04/06/2017,14834587,M0656.70247US02,Processed,040617INTEFSW09313800,Payment,$90.00,
04/06/2017,14679573,Y0112.70000US00,Processed,040617INTEFSW10080500,Payment,$180.00,
04/06/2017,29532600,A2010.70799US00,Processed,040617INTEFSW11121101,Payment,$280.00,
04/06/2017,14132194,V0138.70053US03,Processed,040617INTEFSW11125900,Payment,$100.00,
04/06/2017,15517211,B1348.70012US01,Processed,040617INTEFSW11151900,Payment,$560.00,
04/06/2017,15480556,,Processed,040617INTEFSW11495200,Payment,"$1,050.00",
04/06/2017,PCT/US17/26285,G0830.70020,Processed,040617INTEFSW11571800,Payment,"$4,651.00",
04/06/2017,15418528,M0437.70123US01,Processed,040617INTEFSW12073300,Payment,$800.00,
04/06/2017,12788261,S1681.70002US01,Processed,040617INTEFSW12482400,Payment,"$4,700.00",
04/06/2017,15376113,E0499.70002US01,Processed,040617INTEFSW13064500,Payment,$90.00,
04/06/2017,15376246,E0499.70003US01,Processed,040617INTEFSW13154700,Payment,$90.00,
04/06/2017,62482333,Y0087.70129US00,Processed,040617INTEFSW13220700,Payment,$130.00,
04/06/2017,15517284,B1348.70014US01,Processed,040617INTEFSW13355000,Payment,$600.00,
